metros_cuadrados,num_habitacion,num_banos,zona_id,parking,piscina,precio_eth
127,1,1,10,1,0,0.071922
193,5,5,5,0,1,0.105012
152,5,4,4,1,0,0.117792
88,4,4,4,1,0,0.108864
44,1,1,4,0,1,0.091175
179,1,1,8,0,0,0.067519
64,2,1,1,0,0,0.131676
132,5,4,3,1,0,0.128625
57,4,4,2,1,0,0.127316
168,4,4,3,0,1,0.125708
107,5,5,5,0,0,0.082937
191,4,3,4,0,0,0.100061
53,1,1,6,0,1,0.070569
101,3,2,2,1,0,0.112884
92,3,2,5,1,1,0.103851
70,5,5,9,1,0,0.078106
50,3,2,1,0,0,0.132585
139,5,4,4,1,0,0.113363
239,4,4,3,0,0,0.121615
184,2,1,4,1,0,0.099013
80,2,1,7,1,0,0.065636
176,4,4,5,0,1,0.105703
71,5,5,4,0,1,0.110807
79,2,2,9,0,0,0.064934
215,3,2,8,1,0,0.080988
85,5,5,8,1,0,0.079216
189,4,4,4,1,0,0.115207
235,5,4,10,1,0,0.093471
221,4,3,1,1,0,0.172677
104,4,4,103,1,0,0.173377
209,5,5,10,1,0,0.095429
49,2,2,3,0,0,0.087503
91,4,3,2,0,0,0.119944
161,5,5,6,0,0,0.083955
131,1,1,4,0,0,0.087605
223,3,3,7,1,0,0.101348
41,4,4,5,1,0,0.079061
211,1,1,6,0,0,0.0753
229,2,1,103,0,1,0.172653
32,5,5,8,1,0,0.085815
231,3,2,2,0,0,0.123554
44,3,2,7,1,0,0.074468
78,4,3,6,0,0,0.077073
129,5,4,2,0,0,0.131293
78,5,4,8,1,0,0.083352
180,1,1,103,1,0,0.183061
107,1,1,4,1,0,0.097105
38,3,2,2,1,0,0.114177
42,5,4,101,0,0,0.238302
183,1,1,3,0,0,0.103451
216,1,1,9,0,0,0.074634
168,3,2,6,1,0,0.083261
102,3,2,4,1,0,0.092292
221,3,3,2,1,1,0.138079
77,5,4,5,0,0,0.081264
203,1,1,4,1,0,0.093843
199,5,4,3,1,0,0.137932
191,5,5,2,1,0,0.135602
209,4,3,4,1,0,0.115051
30,3,2,2,0,1,0.109932
196,5,5,10,1,0,0.102532
35,5,4,3,1,0,0.113528
33,2,1,4,0,0,0.075184
229,4,4,3,0,1,0.128783
175,2,1,7,0,0,0.066479
158,5,5,9,0,0,0.094272
148,4,4,9,1,0,0.093217
130,1,1,7,1,0,0.067557
107,5,5,4,1,0,0.119095
95,3,2,7,1,0,0.071645
208,5,4,3,0,0,0.132793
121,5,4,3,0,0,0.105558
185,4,3,6,1,0,0.097643
222,2,2,5,1,0,0.100141
89,4,4,1,1,0,0.154413
226,2,1,3,1,0,0.107735
244,3,2,3,1,0,0.115787
197,3,2,4,1,0,0.102754
39,3,3,1,0,0,0.140177
157,3,3,6,1,0,0.095373
136,5,5,4,0,1,0.114743
217,3,2,7,1,0,0.093493
141,4,4,6,0,0,0.088442
142,3,3,6,1,0,0.088785
141,2,1,2,0,0,0.111165
245,5,5,9,1,0,0.092993
197,2,2,3,1,0,0.10481
78,3,3,7,1,0,0.084418
141,3,2,6,0,0,0.072148
77,5,4,4,1,0,0.113387
196,2,1,4,0,1,0.111609
129,1,1,9,1,0,0.068874
59,5,4,5,1,0,0.092898
142,3,3,7,1,1,0.10839
190,1,1,4,1,0,0.09394
62,4,4,5,1,0,0.084632
172,3,2,3,1,0,0.116747
191,4,3,6,1,0,0.091811
136,2,2,4,1,0,0.107015
246,3,3,2,0,0,0.117367
121,3,3,5,0,1,0.105606
119,1,1,5,0,1,0.083267
79,2,2,6,1,0,0.075811
175,5,5,7,1,0,0.092927
166,3,3,6,1,0,0.090842
162,5,5,4,0,0,0.110987
142,3,2,7,0,0,0.079961
215,1,1,8,1,0,0.074547
63,5,5,6,0,0,0.074276
224,4,4,6,0,0,0.095621
194,5,5,8,1,0,0.097742
155,1,1,3,0,0,0.10567
240,4,4,10,1,1,0.107395
93,1,1,8,1,0,0.069255
245,2,2,2,1,0,0.126537
113,1,1,7,0,1,0.074388
186,5,4,1,0,0,0.161826
238,2,2,7,1,0,0.089914
93,1,1,7,1,0,0.066395
205,2,2,4,1,0,0.107868
176,5,4,2,1,0,0.149225
179,3,3,101,0,0,0.230564
72,3,3,10,1,0,0.070891
118,1,1,1,1,0,0.13329
107,1,1,4,1,0,0.08382
67,4,4,5,0,0,0.081595
104,3,3,3,0,0,0.105769
214,3,2,4,0,0,0.107664
44,3,2,2,1,0,0.104711
191,3,3,9,1,0,0.078627
66,5,4,6,1,0,0.093037
247,5,5,4,1,0,0.114029
72,1,1,7,1,0,0.063612
193,5,4,2,1,0,0.138604
200,3,3,7,0,0,0.085674
74,1,1,7,1,0,0.069324
97,3,2,1,1,0,0.154437
185,1,1,3,1,0,0.11042
177,1,1,101,1,0,0.24925
192,3,3,1,1,0,0.137753
56,5,5,4,1,0,0.110507
199,4,3,5,1,1,0.109529
233,4,4,1,1,0,0.17031
100,2,2,5,1,1,0.099065
233,3,3,9,1,0,0.084939
182,3,2,3,1,0,0.127177
248,5,5,4,1,0,0.130918
41,1,1,5,1,0,0.076018
215,1,1,6,1,0,0.087229
127,3,2,7,0,1,0.093513
180,2,2,7,1,0,0.074774
206,2,1,2,0,0,0.115587
159,5,5,6,1,0,0.106416
188,4,4,5,0,0,0.099399
40,4,4,2,0,1,0.118626
203,5,4,8,0,0,0.08211
234,2,2,5,1,0,0.104318
224,1,1,4,0,0,0.087851
77,3,3,6,1,0,0.084157
193,5,4,7,1,0,0.089362
112,1,1,8,1,0,0.074484
220,1,1,9,1,0,0.07477
144,3,3,8,1,0,0.086324
149,5,5,2,1,0,0.14428
216,4,4,6,0,1,0.1022
71,1,1,4,1,0,0.08311
80,4,3,7,1,0,0.074627
137,5,4,1,1,0,0.153317
238,2,1,5,0,0,0.080608
196,4,3,7,1,0,0.094647
52,5,4,2,0,0,0.124456
167,1,1,2,1,0,0.115474
90,4,3,3,0,0,0.104336
95,4,4,4,1,1,0.12412
60,3,2,8,0,0,0.061258
157,2,2,8,0,1,0.094721
48,1,1,8,1,0,0.063705
95,5,5,103,1,0,0.176074
102,5,4,4,1,0,0.116336
136,1,1,8,1,0,0.070521
191,5,4,5,1,0,0.113545
238,2,1,2,0,0,0.118118
86,1,1,8,0,0,0.062011
127,3,3,7,1,0,0.081795
77,2,1,4,0,0,0.085212
222,3,3,7,1,1,0.098698
143,4,3,3,1,0,0.127455
145,5,4,4,1,0,0.111209
106,4,4,7,1,0,0.089342
114,1,1,6,1,0,0.075608
166,5,4,4,1,0,0.116239
171,2,1,7,1,0,0.074876
96,4,3,8,0,0,0.069547
207,4,3,5,1,0,0.101251
124,2,2,4,0,0,0.091993
133,1,1,8,0,0,0.066344
249,1,1,3,0,0,0.099062
132,2,2,101,1,0,0.236566
122,2,2,7,1,1,0.093227
128,4,3,3,0,0,0.099688
113,1,1,5,0,0,0.071852
52,2,1,3,1,0,0.095763
184,2,1,4,0,1,0.109688
186,5,4,2,1,0,0.147409
88,5,5,6,0,0,0.084948
114,4,3,4,0,1,0.105153
174,5,4,8,0,0,0.093639
178,5,5,5,1,0,0.10022
230,4,3,1,1,0,0.160328
44,4,3,4,0,1,0.103593
231,3,3,4,1,0,0.112467
57,4,3,8,1,0,0.070275
204,2,1,5,1,1,0.096595
30,3,2,4,1,1,0.095885
184,2,2,7,1,0,0.086027
140,5,4,2,0,0,0.136197
101,2,1,6,0,0,0.073633
222,1,1,7,0,0,0.081123
136,5,5,5,1,0,0.09454
141,1,1,4,1,0,0.102521
45,1,1,3,0,0,0.08018
224,2,2,6,0,1,0.090509
164,5,4,2,1,0,0.134117
134,5,4,2,1,0,0.131237
146,3,3,5,1,0,0.092845
201,3,3,8,0,0,0.084815
130,5,5,6,1,0,0.093952
112,3,3,5,1,0,0.084664
130,1,1,10,1,0,0.074939
31,1,1,10,1,1,0.077295
134,3,2,5,1,0,0.082388
226,1,1,5,1,0,0.085321
225,5,5,9,1,0,0.094984
98,3,3,3,1,0,0.100106
36,5,4,4,1,1,0.11567
240,2,1,5,1,0,0.092781
144,4,3,4,0,0,0.094426
193,4,3,6,1,0,0.100983
206,2,1,5,1,0,0.09586
187,3,3,4,1,0,0.102137
46,4,4,7,1,0,0.077443
224,3,3,7,0,0,0.088608
70,3,2,5,1,0,0.089445
238,3,2,6,1,0,0.099093
237,2,2,5,1,0,0.091162
50,2,2,3,0,1,0.114431
49,2,1,4,1,0,0.083486
33,1,1,5,1,1,0.079336
128,4,4,2,0,0,0.120957
125,3,2,3,0,0,0.092859
131,4,3,3,0,0,0.111897
221,2,1,1,1,0,0.136074
113,2,2,4,0,1,0.108489
126,5,5,5,0,0,0.097439
66,4,4,3,0,0,0.098892
104,5,5,9,1,0,0.091087
175,4,4,3,1,0,0.116171
93,1,1,103,0,0,0.139023
155,5,4,1,1,0,0.155218
50,5,4,8,1,1,0.09859
107,2,1,9,1,0,0.073239
226,5,4,5,1,0,0.111242
222,1,1,8,1,0,0.082927
42,1,1,5,0,0,0.06474
225,1,1,7,1,0,0.085268
246,1,1,4,1,0,0.109373
248,3,2,4,0,0,0.104193
45,5,4,3,0,0,0.099915
240,1,1,3,0,0,0.116817
153,4,3,7,1,0,0.082874
70,5,5,2,0,0,0.129794
71,4,3,5,0,1,0.098888
248,4,3,4,1,0,0.11654
190,1,1,6,1,0,0.073856
160,3,3,6,0,0,0.085203
163,4,4,7,1,0,0.085317
97,3,2,5,1,0,0.07778
144,5,5,7,0,0,0.089785
102,1,1,3,1,1,0.118348
109,2,1,9,0,0,0.05967
70,1,1,9,1,0,0.061249
97,4,3,6,1,0,0.083298
163,2,1,9,1,0,0.084345
162,3,3,6,0,0,0.08704
160,5,4,6,0,0,0.087939
147,2,2,3,1,0,0.117411
122,5,4,3,0,0,0.110636
232,4,3,4,1,0,0.118845
64,1,1,8,1,0,0.070954
135,5,4,4,0,0,0.109472
218,4,4,6,1,0,0.109659
226,4,3,2,0,0,0.131697
199,1,1,6,0,0,0.071022
212,5,5,5,0,0,0.100571
223,5,4,4,1,0,0.128538
54,3,3,7,1,0,0.079999
151,2,1,6,0,0,0.07387
54,5,4,1,1,0,0.152308
196,5,4,10,0,0,0.079486
187,3,2,8,1,0,0.086272
74,4,4,5,1,0,0.089603
188,5,5,103,0,0,0.170551
118,1,1,8,1,0,0.064088
82,2,2,8,0,0,0.065471
230,1,1,3,1,1,0.138899
45,5,4,6,1,0,0.092529
144,4,3,6,1,0,0.089192
98,5,5,9,1,0,0.091533
196,5,4,4,1,1,0.12281
128,5,5,10,0,0,0.084903
172,3,2,6,1,0,0.093954
113,5,4,3,1,0,0.109589
200,4,3,6,0,0,0.085477
211,2,2,3,1,0,0.11326
230,2,2,9,1,0,0.085125
215,5,4,7,1,1,0.125902
30,5,4,8,0,1,0.08203
65,5,4,4,0,0,0.10529
173,4,4,3,1,1,0.139109
215,2,1,3,0,0,0.1078
135,1,1,3,1,0,0.109352
54,4,4,3,1,0,0.119436
163,4,4,4,1,0,0.107063
54,1,1,5,1,0,0.078741
96,1,1,7,1,0,0.06812
244,4,4,1,0,1,0.158867
71,3,3,5,1,0,0.087966
201,1,1,4,1,0,0.107204
65,1,1,1,0,0,0.131146
99,5,4,5,1,0,0.101897
123,5,5,5,1,0,0.109279
193,4,4,1,1,0,0.168958
232,3,3,5,0,0,0.101047
62,1,1,6,0,0,0.058484
184,2,1,3,1,0,0.103326
31,3,2,4,0,1,0.102061
55,3,2,2,1,0,0.104739
108,3,3,5,0,0,0.078856
175,3,3,9,0,0,0.078511
105,4,3,5,1,1,0.097086
244,5,5,4,1,0,0.12486
208,1,1,5,1,0,0.090933
77,1,1,5,1,0,0.073953
189,2,1,3,1,0,0.111884
230,1,1,3,1,0,0.120707
73,1,1,4,1,1,0.103957
45,5,4,6,1,0,0.085854
142,2,2,10,1,0,0.071652
79,1,1,7,1,0,0.072179
166,4,3,5,1,1,0.117647
246,4,3,3,1,0,0.123067
202,5,5,6,1,1,0.114896
75,2,2,4,1,0,0.091509
102,1,1,5,1,0,0.0721
37,2,2,102,1,0,0.199577
229,3,3,3,1,0,0.130744
92,3,2,6,1,0,0.086688
66,3,2,5,0,0,0.081299
149,2,1,5,1,0,0.089161
158,5,5,1,1,0,0.169454
99,5,5,4,0,0,0.107474
46,4,4,5,1,1,0.09722
36,1,1,3,1,0,0.102651
235,5,4,8,1,0,0.093917
191,1,1,7,1,0,0.083076
71,1,1,8,0,0,0.063172
126,5,4,1,0,0,0.150991
171,1,1,4,1,0,0.08935
30,2,1,7,1,0,0.060884
237,5,4,7,0,0,0.097183
246,3,3,6,1,0,0.098874
99,2,2,5,1,0,0.082106
86,2,1,7,1,0,0.071073
177,5,5,5,0,0,0.095493
225,1,1,5,1,0,0.082284
201,3,2,3,1,1,0.137961
217,2,2,7,0,1,0.099709
240,5,4,7,1,0,0.108877
72,2,1,101,0,0,0.224619
123,5,5,4,0,0,0.107742
113,2,2,6,1,0,0.082131
83,1,1,4,1,0,0.08922
95,2,2,6,0,0,0.064715
99,5,5,6,0,0,0.08564
110,3,2,4,1,0,0.098801
53,2,2,5,1,0,0.081809
149,1,1,5,0,0,0.074074
48,3,3,9,1,0,0.066967
75,4,3,6,1,0,0.077923
231,2,2,7,1,0,0.080545
220,3,3,6,0,0,0.079052
193,2,1,4,1,1,0.116846
108,5,4,9,0,0,0.076415
171,2,1,5,1,0,0.093442
114,1,1,2,1,0,0.111118
104,1,1,8,0,1,0.078405
193,3,3,4,1,0,0.11705
174,4,3,6,1,0,0.097866
157,4,3,3,0,0,0.120045
53,1,1,1,1,0,0.141926
79,2,1,7,1,0,0.068416
109,2,2,5,1,0,0.079239
152,1,1,8,0,0,0.068277
78,5,4,6,1,0,0.087842
60,4,3,3,1,1,0.114875
47,5,5,7,1,1,0.103908
83,1,1,4,0,0,0.082093
217,5,4,6,0,0,0.090022
138,4,4,3,1,0,0.123803
96,3,3,8,1,1,0.094524
42,4,3,1,0,0,0.120567
222,1,1,6,1,0,0.079278
149,4,3,5,0,1,0.093466
112,1,1,7,0,0,0.058064
33,4,3,1,1,0,0.151511
227,4,3,9,1,0,0.087476
55,1,1,5,0,0,0.06345
152,4,4,5,0,0,0.08395
62,5,5,8,0,0,0.07805
154,5,4,5,1,0,0.099387
248,4,3,3,0,0,0.112982
189,5,5,3,1,0,0.141227
148,4,4,8,1,0,0.086679
202,5,4,9,1,1,0.105376
131,5,5,101,0,0,0.235814
182,3,3,8,0,0,0.071232
230,5,5,6,1,0,0.110227
57,3,2,4,0,0,0.080169
227,2,1,7,1,0,0.093383
204,4,4,9,0,0,0.078298
69,2,1,6,1,0,0.077042
71,2,1,7,0,0,0.059178
31,3,2,1,1,1,0.1629
137,2,2,2,0,0,0.114884
174,1,1,7,0,1,0.085534
115,5,4,2,1,0,0.13142
123,4,3,6,0,0,0.086461
100,3,2,5,0,0,0.071019
93,5,5,5,1,0,0.095354
112,1,1,5,0,0,0.067815
134,1,1,5,1,1,0.100602
87,1,1,7,1,0,0.065313
162,2,2,8,0,0,0.075564
63,4,4,1,0,0,0.127504
122,4,3,4,1,0,0.108689
40,4,4,5,1,0,0.08958
30,1,1,103,1,0,0.152476
169,4,4,10,0,0,0.080153
70,1,1,2,0,0,0.091811
185,3,2,8,1,1,0.093521
88,1,1,2,1,0,0.10254
162,1,1,6,1,0,0.084969
82,2,1,8,1,0,0.070281
183,4,4,4,1,0,0.112067
173,4,4,1,0,0,0.15635
59,2,2,6,1,0,0.067322
85,4,4,9,1,0,0.077416
182,4,4,4,1,0,0.112751
225,4,4,5,0,1,0.118463
208,1,1,2,1,0,0.126949
188,2,1,5,1,1,0.101988
224,2,2,7,1,0,0.090846
61,3,2,3,1,0,0.113529
41,4,4,2,1,0,0.11473
85,1,1,3,1,0,0.08936
168,1,1,5,1,1,0.103198
50,5,4,103,1,1,0.181245
244,4,3,8,1,0,0.103756
233,4,4,2,1,0,0.136602
198,2,2,101,0,0,0.260179
31,3,3,6,1,0,0.080023
154,2,2,3,0,0,0.105171
71,3,3,10,1,0,0.06847
229,3,2,6,0,0,0.079338
67,1,1,6,1,0,0.065139
53,5,5,5,1,0,0.10191
121,2,1,4,0,0,0.090211
81,4,4,8,1,0,0.089139
47,1,1,101,1,0,0.233204
44,1,1,4,1,0,0.082321
199,1,1,1,0,0,0.130941
197,3,3,7,1,0,0.097297
46,2,1,2,0,0,0.108807
151,2,1,4,1,1,0.117955
151,5,5,6,1,0,0.10599
242,5,4,102,0,0,0.218427
193,3,3,7,0,0,0.085697
169,5,4,9,0,0,0.084945
208,2,2,6,0,0,0.08217
87,2,2,8,1,1,0.083939
141,5,4,3,1,0,0.124917
65,2,2,101,0,0,0.231981
99,3,2,1,1,0,0.135873
183,1,1,10,1,0,0.073251
173,5,4,7,0,0,0.091695
97,2,2,3,1,0,0.094963
94,2,2,10,1,0,0.071919
187,4,3,8,1,0,0.087696
142,4,4,4,0,0,0.103709
109,3,2,4,0,0,0.098339
90,2,2,5,0,0,0.074835
170,2,1,5,1,0,0.094997
95,4,3,6,0,0,0.078789
71,5,4,5,0,0,0.084803
178,4,4,7,1,0,0.091508
89,3,3,3,1,0,0.109318
67,1,1,6,0,0,0.060039
207,5,4,7,1,0,0.09564
60,1,1,8,1,0,0.061229
126,3,3,4,1,0,0.106395
38,5,4,9,1,0,0.083399
89,5,4,8,0,0,0.07472
185,5,5,9,1,1,0.109462
159,4,4,6,0,1,0.10591
145,3,3,3,0,0,0.111223
235,3,2,7,1,0,0.086697
57,2,1,8,0,0,0.060127
208,3,3,7,1,0,0.082434
122,4,3,3,0,0,0.107803
145,3,3,4,0,0,0.092377
46,2,2,3,1,0,0.099952
173,2,2,5,1,0,0.085966
113,4,4,2,0,0,0.129007
129,2,2,5,1,1,0.100911
165,1,1,4,0,0,0.083937
217,4,4,6,1,0,0.091801
152,2,2,7,0,0,0.077046
187,4,4,7,0,0,0.077581
196,2,2,4,0,1,0.111593
71,1,1,3,1,0,0.095317
214,2,2,2,1,0,0.125514
40,4,3,2,0,1,0.113076
172,1,1,1,1,1,0.152742
90,1,1,3,0,0,0.087883
70,1,1,5,1,0,0.077913
227,1,1,5,0,0,0.088959
110,5,5,6,1,1,0.109379
64,4,3,6,0,0,0.078374
52,3,3,6,0,0,0.077091
232,2,2,5,1,0,0.098109
128,2,1,6,0,0,0.073156
182,5,5,4,0,0,0.111743
70,1,1,4,1,0,0.080275
238,2,2,7,1,0,0.082453
33,3,3,5,1,0,0.083663
88,1,1,3,1,0,0.095838
84,5,5,6,1,0,0.093424
228,2,2,1,0,0,0.15091
111,2,2,3,1,0,0.109321
159,2,2,6,1,0,0.087191
110,4,4,10,1,0,0.08751
133,1,1,8,1,0,0.068481
156,5,5,4,1,0,0.118529
233,2,1,6,0,0,0.084175
95,1,1,3,1,0,0.101536
211,3,3,6,1,0,0.094043
203,5,5,9,0,0,0.098529
239,3,3,6,0,0,0.094944
65,2,2,7,1,0,0.075996
195,1,1,6,1,0,0.075027
138,3,2,5,1,1,0.106157
172,2,1,7,1,1,0.102989
118,3,2,7,1,0,0.07474
227,3,3,6,0,0,0.089945
130,2,1,5,0,0,0.080199
213,5,5,4,0,0,0.119186
30,5,4,7,0,0,0.067034
57,2,2,9,0,0,0.059688
150,3,3,5,1,0,0.093294
75,5,5,5,1,1,0.11497
77,5,4,3,1,0,0.107913
68,4,3,6,1,0,0.088127
129,4,4,10,1,0,0.089005
143,3,2,4,1,1,0.118682
78,3,3,7,1,0,0.076399
173,5,4,5,0,0,0.087645
165,4,3,9,1,0,0.083679
91,3,3,6,1,0,0.075335
76,4,4,8,1,1,0.102339
57,5,4,5,0,1,0.107989
222,1,1,7,1,1,0.106802
150,3,3,2,1,0,0.12373
194,2,1,7,0,0,0.071381
114,3,3,1,1,1,0.171511
208,4,3,3,0,0,0.110583
169,3,2,4,1,0,0.099786
116,2,1,7,1,0,0.079845
60,1,1,6,1,0,0.070543
82,4,4,5,0,0,0.081189
118,1,1,2,1,1,0.136635
218,4,3,3,1,1,0.127412
104,2,1,8,0,1,0.08145
199,2,1,6,1,0,0.09402
88,4,3,4,1,0,0.094396
127,4,4,8,0,0,0.078437
228,4,3,3,0,0,0.109314
141,1,1,2,0,1,0.126225
169,1,1,8,0,0,0.072949
59,4,4,3,1,0,0.107159
89,4,3,10,1,0,0.072243
99,2,1,8,1,0,0.071325
43,3,3,4,1,0,0.102211
150,5,4,3,0,0,0.118253
74,1,1,2,0,0,0.107982
109,2,2,6,0,0,0.071336
35,1,1,6,0,0,0.058672
63,1,1,7,1,1,0.083077
33,2,2,7,0,0,0.063122
243,1,1,7,1,0,0.081216
210,4,4,5,1,0,0.103248
182,4,4,3,1,0,0.124762
163,3,3,5,1,0,0.089307
146,4,3,9,1,0,0.086048
137,2,2,6,0,1,0.088439
246,2,2,7,1,1,0.095759
149,4,4,9,1,0,0.079296
40,1,1,1,0,0,0.10941
164,1,1,3,0,0,0.091846
192,4,4,6,1,0,0.089391
234,4,4,5,1,0,0.113672
150,3,3,4,1,1,0.128031
116,2,2,1,0,0,0.141177
149,5,5,6,0,0,0.089008
208,4,3,1,0,0,0.14942
239,3,3,3,1,0,0.118878
124,3,3,3,0,0,0.111203
53,2,2,5,0,0,0.075058
220,5,4,3,0,0,0.133261
113,1,1,6,1,0,0.081005
89,4,3,1,0,0,0.124929
59,3,3,7,0,0,0.066087
138,3,3,2,1,0,0.123568
167,3,2,10,1,1,0.100248
125,3,3,5,1,0,0.099317
228,5,4,4,1,0,0.126492
157,2,2,4,1,0,0.094541
192,3,2,4,0,0,0.098098
178,1,1,2,0,0,0.109279
107,2,1,6,0,0,0.071673
238,5,4,4,1,1,0.13942
30,4,3,3,1,0,0.1091
36,3,3,8,0,0,0.065562
137,4,3,6,1,1,0.114467
135,3,3,6,1,0,0.088331
136,1,1,3,0,0,0.08876
65,3,2,5,1,0,0.079792
59,2,2,7,1,0,0.075436
191,2,1,5,0,0,0.08634
210,3,3,7,1,0,0.095739
161,4,3,7,1,0,0.091562
132,1,1,5,0,0,0.078846
140,1,1,4,0,0,0.07997
36,5,5,4,0,0,0.092943
212,4,3,5,1,0,0.102517
133,2,1,8,1,0,0.075713
188,5,4,2,0,0,0.126958
234,1,1,8,0,0,0.067392
192,2,2,7,1,0,0.091602
105,2,1,6,1,0,0.071003
83,3,3,6,0,0,0.066316
37,1,1,5,1,0,0.067635
52,5,4,7,0,0,0.070355
80,2,2,6,0,0,0.07187
79,4,4,6,1,0,0.088099
39,4,3,4,1,0,0.094243
215,5,4,1,1,0,0.171269
178,2,2,7,1,1,0.10744
63,5,4,8,0,0,0.069035
171,2,1,2,0,0,0.10996
185,4,4,5,1,0,0.098847
238,3,2,7,1,0,0.088735
56,2,2,5,1,0,0.073333
174,3,2,7,0,1,0.097082
127,3,2,3,1,0,0.119719
105,2,1,3,0,0,0.090817
198,4,3,101,0,0,0.251596
121,4,3,10,0,0,0.072483
212,2,2,7,1,0,0.087007
174,2,1,7,1,0,0.084423
61,3,2,8,1,0,0.072303
116,2,1,4,0,0,0.084679
90,5,4,4,1,0,0.106986
114,1,1,6,1,0,0.074328
102,4,3,5,1,0,0.08279
48,5,4,4,0,0,0.091233
101,4,4,4,0,0,0.101268
32,1,1,8,1,0,0.059251
161,1,1,2,0,0,0.101786
89,4,4,6,0,0,0.080926
160,5,4,7,1,0,0.088035
196,2,1,2,1,0,0.114318
245,5,4,6,0,0,0.095587
170,3,3,6,0,0,0.074497
113,2,2,7,0,0,0.073818
242,2,2,5,1,0,0.10553
113,1,1,9,0,1,0.074183
237,4,4,2,0,0,0.132051
238,5,5,4,0,0,0.119257
124,2,2,7,1,0,0.070295
197,3,2,6,1,0,0.083143
97,4,3,7,1,0,0.085684
129,3,2,2,1,0,0.121499
169,2,1,10,0,0,0.070163
128,2,2,6,1,0,0.086636
228,3,3,7,1,0,0.087776
102,5,5,4,1,0,0.11652
65,2,2,3,0,0,0.09936
105,1,1,6,1,1,0.090744
246,3,3,6,1,0,0.103944
131,3,2,3,1,0,0.121248
35,3,2,7,1,1,0.085547
45,5,4,5,1,0,0.084177
176,4,3,8,0,0,0.077511
248,5,5,2,1,1,0.168495
77,3,3,3,0,0,0.094935
125,2,2,2,0,1,0.136547
64,3,2,3,0,1,0.119997
210,4,4,6,1,0,0.08938
202,1,1,4,1,1,0.116661
152,3,2,5,1,0,0.096607
98,2,1,10,1,1,0.088486
197,4,4,9,0,0,0.082326
241,2,1,6,0,0,0.088146
41,2,2,9,0,0,0.057232
32,5,5,101,0,0,0.236879
224,2,1,7,1,0,0.091902
229,2,1,3,1,0,0.124282
92,5,5,6,1,1,0.100161
201,1,1,5,1,0,0.091298
180,4,3,7,1,0,0.093354
126,4,3,4,1,0,0.095467
100,4,4,7,0,0,0.073826
226,5,5,6,1,0,0.095192
42,3,2,7,1,0,0.07209
161,3,3,4,1,0,0.098856
178,1,1,6,1,0,0.078107
54,3,3,6,0,1,0.090835
105,3,2,8,0,0,0.064827
65,3,3,9,0,0,0.063243
199,3,2,5,1,0,0.099289
87,2,2,8,0,0,0.059866
117,5,5,5,1,0,0.102649
225,1,1,6,0,0,0.078199
244,3,3,3,1,0,0.121361
162,3,2,5,0,0,0.080097
86,1,1,4,0,0,0.081168
211,2,2,5,1,0,0.091739
117,1,1,5,1,0,0.08505
193,1,1,6,0,1,0.095519
248,5,4,2,1,0,0.138581
64,2,2,5,1,0,0.073462
73,3,3,1,0,0,0.123941
101,1,1,4,0,0,0.081931
199,1,1,5,1,0,0.096102
76,2,2,5,0,1,0.085978
202,3,2,4,1,1,0.120839
50,1,1,4,0,1,0.08668
178,4,3,5,1,0,0.107479
117,1,1,4,1,0,0.096238
79,1,1,4,0,0,0.079737
235,3,3,7,1,0,0.097932
224,1,1,7,0,0,0.080194
244,1,1,7,1,0,0.084931
223,4,3,4,1,0,0.124433
146,2,2,1,1,0,0.141502
142,4,3,5,1,0,0.094259
242,2,2,6,0,0,0.081858
109,1,1,1,1,0,0.123411
176,5,5,3,1,0,0.115402
226,4,4,8,0,0,0.079613
231,2,1,3,1,1,0.123426
125,2,1,5,1,0,0.087537
180,1,1,3,1,0,0.106295
245,3,2,1,1,0,0.148598
164,1,1,5,0,0,0.073265
112,2,2,9,1,0,0.079171
243,3,3,4,1,0,0.111611
136,4,3,7,1,0,0.090705
87,1,1,2,1,0,0.117901
133,3,2,7,0,1,0.095562
178,2,1,3,1,0,0.115026
195,3,3,3,1,0,0.113876
215,3,2,7,1,0,0.084178
77,3,2,9,1,0,0.079137
43,1,1,9,0,0,0.059146
202,1,1,6,0,0,0.081285
145,3,2,4,0,0,0.086595
237,5,4,101,0,0,0.294153
62,5,5,1,1,0,0.137293
80,2,2,7,1,1,0.084875
153,1,1,8,0,0,0.06103
219,2,1,9,0,0,0.078258
134,5,5,5,0,1,0.109177
36,2,2,5,1,0,0.075952
139,1,1,8,0,0,0.069332
133,3,2,8,0,0,0.071747
202,5,5,6,1,0,0.106402
173,5,5,4,1,0,0.115117
157,1,1,5,1,0,0.088344
74,5,4,101,1,0,0.26349
225,3,2,5,0,0,0.094352
243,4,3,7,1,0,0.089069
47,4,3,101,0,0,0.249047
50,1,1,9,1,0,0.061337
188,2,2,5,1,1,0.110038
148,5,5,8,1,0,0.095587
130,3,3,4,0,0,0.088629
238,5,4,2,0,0,0.137385
144,5,5,2,1,0,0.141488
208,4,3,3,1,1,0.138918
79,5,5,3,0,0,0.116931
187,4,4,2,1,0,0.122158
169,5,4,4,0,0,0.096109
211,2,2,4,1,0,0.096311
216,3,3,8,1,0,0.086087
220,2,1,7,0,0,0.074009
228,5,5,5,1,0,0.105311
189,4,3,3,0,0,0.112441
34,3,3,6,0,0,0.064808
68,2,1,2,0,0,0.097334
190,3,2,8,0,1,0.085684
